,UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_H,Type_L,Type_M,Failure Type_Heat Dissipation Failure,Failure Type_No Failure,Failure Type_Overstrain Failure,Failure Type_Power Failure,Failure Type_Random Failures,Failure Type_Tool Wear Failure
1795,1796,298.1,307.7,1498,38.3,81,0,0,0,1,0,1,0,0,0,0
1796,1797,298.1,307.6,1542,37.1,84,0,1,0,0,0,1,0,0,0,0
1797,1798,298.0,307.6,1508,41.8,89,0,0,0,1,0,1,0,0,0,0
1798,1799,298.0,307.5,1431,52.9,92,0,0,0,1,0,1,0,0,0,0
1799,1800,298.0,307.5,1427,45.1,95,0,0,0,1,0,1,0,0,0,0
1800,1801,298.0,307.5,1524,36.3,98,0,0,0,1,0,1,0,0,0,0
1801,1802,298.0,307.5,1427,43.6,101,0,0,0,1,0,1,0,0,0,0
1802,1803,298.1,307.6,1496,44.1,104,0,1,0,0,0,1,0,0,0,0
1803,1804,298.1,307.7,1388,40.3,109,0,0,1,0,0,1,0,0,0,0
1804,1805,298.1,307.7,1495,48.1,111,0,0,1,0,0,1,0,0,0,0
1805,1806,298.1,307.7,1376,56.2,113,0,1,0,0,0,1,0,0,0,0
1806,1807,298.0,307.6,1593,32.2,118,0,1,0,0,0,1,0,0,0,0
1807,1808,298.0,307.6,1654,28.9,123,0,0,1,0,0,1,0,0,0,0
1808,1809,298.1,307.7,2567,12.8,125,1,0,1,0,0,0,0,1,0,0
1809,1810,298.1,307.7,1767,27.0,127,0,0,1,0,0,1,0,0,0,0
1810,1811,298.1,307.6,1364,53.8,129,0,0,1,0,0,1,0,0,0,0
1811,1812,298.1,307.8,1569,31.2,131,0,0,0,1,0,1,0,0,0,0
1812,1813,298.2,307.8,1476,36.8,134,0,0,1,0,0,1,0,0,0,0
1813,1814,298.1,307.7,1479,45.0,136,0,0,1,0,0,1,0,0,0,0
1814,1815,298.1,307.7,1650,34.1,138,0,0,1,0,0,1,0,0,0,0
1815,1816,298.1,307.6,1565,36.3,140,0,0,0,1,0,1,0,0,0,0
1816,1817,298.1,307.6,1460,46.5,143,0,0,1,0,0,1,0,0,0,0
1817,1818,298.1,307.7,1664,27.6,145,0,0,1,0,0,1,0,0,0,0
1818,1819,298.1,307.7,1435,40.9,147,0,0,0,1,0,1,0,0,0,0
1819,1820,298.1,307.6,2066,19.2,150,0,0,0,1,0,1,0,0,0,0
1820,1821,298.1,307.5,1493,43.7,153,0,0,1,0,0,1,0,0,0,0
1821,1822,298.1,307.6,1354,43.3,155,0,0,1,0,0,1,0,0,0,0
1822,1823,298.1,307.6,1488,39.4,157,0,0,1,0,0,1,0,0,0,0
1823,1824,298.1,307.7,1414,48.7,159,0,0,1,0,0,1,0,0,0,0
1824,1825,298.1,307.5,1391,57.4,161,0,0,1,0,0,1,0,0,0,0
1825,1826,298.0,307.5,1784,27.8,163,0,0,0,1,0,1,0,0,0,0
1826,1827,297.8,307.3,1516,40.1,166,0,1,0,0,0,1,0,0,0,0
1827,1828,297.9,307.3,1420,47.8,171,0,0,0,1,0,1,0,0,0,0
1828,1829,297.8,307.2,1351,56.3,174,0,0,1,0,0,1,0,0,0,0
1829,1830,297.8,307.2,1880,23.0,176,0,0,1,0,0,1,0,0,0,0
1830,1831,297.8,307.3,1859,24.0,178,0,0,1,0,0,1,0,0,0,0
1831,1832,297.8,307.3,1315,54.0,180,0,0,0,1,0,1,0,0,0,0
1832,1833,297.8,307.4,1330,51.7,183,0,0,0,1,0,1,0,0,0,0
1833,1834,297.8,307.3,1327,61.0,186,1,0,1,0,0,0,1,0,0,0
1834,1835,297.8,307.2,1498,38.1,188,0,0,1,0,0,1,0,0,0,0
1835,1836,297.8,307.3,1555,35.8,190,0,1,0,0,0,1,0,0,0,0
1836,1837,297.7,307.2,1518,35.8,195,0,0,1,0,0,1,0,0,0,0
1837,1838,297.7,307.2,1392,43.0,197,0,0,1,0,0,1,0,0,0,0
1838,1839,297.8,307.2,1456,39.6,199,0,0,0,1,0,1,0,0,0,0
1839,1840,297.7,307.1,1715,30.2,0,0,0,1,0,0,1,0,0,0,0
1840,1841,297.7,307.2,1405,43.7,2,0,0,0,1,0,1,0,0,0,0
1841,1842,297.7,307.2,1668,37.8,5,0,0,1,0,0,1,0,0,0,0
1842,1843,297.7,307.1,1855,22.5,7,0,1,0,0,0,1,0,0,0,0
1843,1844,297.6,307.1,1496,39.2,12,0,0,1,0,0,1,0,0,0,0
1844,1845,297.6,307.1,1471,44.9,14,0,0,0,1,0,1,0,0,0,0
1845,1846,297.7,307.2,1444,40.0,17,0,0,1,0,0,1,0,0,0,0
1846,1847,297.7,307.3,1514,38.6,19,0,1,0,0,0,1,0,0,0,0
1847,1848,297.8,307.3,1412,50.7,24,0,0,1,0,0,1,0,0,0,0
1848,1849,297.7,307.2,1429,44.1,26,0,1,0,0,0,1,0,0,0,0
1849,1850,297.7,307.2,1668,32.7,31,0,0,1,0,0,1,0,0,0,0
1850,1851,297.7,307.2,1372,52.8,33,0,0,0,1,0,1,0,0,0,0
1851,1852,297.7,307.3,1365,49.2,36,0,0,0,1,0,1,0,0,0,0
1852,1853,297.6,307.1,1526,39.1,39,0,0,0,1,0,1,0,0,0,0
1853,1854,297.6,307.2,1486,40.6,42,0,0,1,0,0,1,0,0,0,0
1854,1855,297.6,307.2,1470,42.6,44,0,0,0,1,0,1,0,0,0,0
1855,1856,297.7,307.3,1249,62.8,47,0,1,0,0,0,1,0,0,0,0
1856,1857,297.8,307.4,1752,26.1,52,0,0,0,1,0,1,0,0,0,0
1857,1858,297.7,307.4,1643,36.5,55,0,0,1,0,0,1,0,0,0,0
1858,1859,297.8,307.4,1488,36.1,57,0,0,0,1,0,1,0,0,0,0
1859,1860,297.8,307.4,1355,45.8,60,0,0,1,0,0,1,0,0,0,0
1860,1861,297.8,307.6,1607,30.3,62,0,0,1,0,0,1,0,0,0,0
1861,1862,297.9,307.6,1609,30.3,64,0,0,0,1,0,1,0,0,0,0
1862,1863,297.9,307.7,1517,44.4,67,0,0,1,0,0,1,0,0,0,0
1863,1864,297.9,307.7,1517,39.5,69,0,0,0,1,0,1,0,0,0,0
1864,1865,297.9,307.7,1546,37.6,72,0,0,1,0,0,1,0,0,0,0
1865,1866,297.9,307.7,1567,34.7,74,0,0,1,0,0,1,0,0,0,0
1866,1867,298.1,307.9,1662,28.9,76,0,0,0,1,0,1,0,0,0,0
1867,1868,298.1,307.9,1502,41.8,79,0,0,1,0,0,1,0,0,0,0
1868,1869,298.3,308.0,1361,56.9,81,0,0,1,0,0,1,0,0,0,0
1869,1870,298.3,308.1,1630,32.7,83,0,0,0,1,0,1,0,0,0,0
1870,1871,298.3,308.0,1486,42.3,86,0,0,1,0,0,1,0,0,0,0
1871,1872,298.3,308.1,1840,21.5,88,0,0,1,0,0,1,0,0,0,0
1872,1873,298.3,308.1,1326,58.4,90,0,0,1,0,0,1,0,0,0,0
1873,1874,298.4,308.1,1367,57.8,92,0,0,1,0,0,1,0,0,0,0
1874,1875,298.4,308.1,1598,32.7,94,0,0,1,0,0,1,0,0,0,0
1875,1876,298.3,308.0,1363,50.1,96,0,0,1,0,0,1,0,0,0,0
1876,1877,298.3,308.0,1242,62.0,98,0,0,1,0,0,1,0,0,0,0
1877,1878,298.2,307.8,1566,33.8,100,0,0,0,1,0,1,0,0,0,0
1878,1879,298.1,307.7,1424,47.7,103,0,0,0,1,0,1,0,0,0,0
1879,1880,298.2,307.7,1608,33.8,106,0,0,0,1,0,1,0,0,0,0
1880,1881,298.1,307.7,1705,29.1,109,0,0,1,0,0,1,0,0,0,0
1881,1882,298.0,307.6,1548,45.8,111,0,0,1,0,0,1,0,0,0,0
1882,1883,298.0,307.6,1581,43.4,113,0,0,0,1,0,1,0,0,0,0
1883,1884,298.0,307.6,1472,46.7,116,0,0,0,1,0,1,0,0,0,0
1884,1885,298.0,307.6,1792,26.0,119,0,0,0,1,0,1,0,0,0,0
1885,1886,298.0,307.6,1683,32.8,122,0,0,1,0,0,1,0,0,0,0
1886,1887,297.9,307.6,1503,40.7,124,0,0,1,0,0,1,0,0,0,0
1887,1888,297.9,307.5,1642,32.4,126,0,0,0,1,0,1,0,0,0,0
1888,1889,297.8,307.4,1902,24.3,129,0,0,0,1,0,1,0,0,0,0
1889,1890,297.7,307.4,1432,40.2,132,0,1,0,0,0,1,0,0,0,0
1890,1891,297.8,307.4,1512,40.8,137,0,0,1,0,0,1,0,0,0,0
1891,1892,297.7,307.4,1764,29.0,139,0,0,1,0,0,1,0,0,0,0
1892,1893,297.8,307.4,1438,43.6,141,0,0,0,1,0,1,0,0,0,0
1893,1894,297.8,307.5,1631,29.9,144,0,0,1,0,0,1,0,0,0,0
1894,1895,297.9,307.5,1880,23.3,146,0,1,0,0,0,1,0,0,0,0
1895,1896,297.9,307.6,1344,54.3,151,0,0,1,0,0,1,0,0,0,0
1896,1897,297.9,307.5,1574,35.8,153,0,0,1,0,0,1,0,0,0,0
1897,1898,297.8,307.4,1418,41.2,155,0,0,1,0,0,1,0,0,0,0
1898,1899,297.8,307.5,1372,54.1,157,0,0,1,0,0,1,0,0,0,0
1899,1900,297.8,307.5,1388,40.0,159,0,0,1,0,0,1,0,0,0,0
1900,1901,297.9,307.6,1493,36.0,161,0,1,0,0,0,1,0,0,0,0
1901,1902,297.9,307.6,1505,40.1,166,0,0,0,1,0,1,0,0,0,0
1902,1903,298.0,307.6,1694,29.1,169,0,0,1,0,0,1,0,0,0,0
1903,1904,297.9,307.6,1968,20.4,171,0,0,1,0,0,1,0,0,0,0
1904,1905,298.0,307.6,1569,35.6,173,0,0,0,1,0,1,0,0,0,0
1905,1906,297.9,307.6,1687,29.1,176,0,0,1,0,0,1,0,0,0,0
1906,1907,297.9,307.6,1430,52.4,178,0,0,1,0,0,1,0,0,0,0
1907,1908,297.9,307.6,1504,42.4,180,0,0,1,0,0,1,0,0,0,0
1908,1909,297.9,307.6,1977,20.2,182,0,0,1,0,0,1,0,0,0,0
1909,1910,298.0,307.7,1435,45.6,184,0,0,1,0,0,1,0,0,0,0
1910,1911,298.0,307.7,1547,36.8,186,0,1,0,0,0,1,0,0,0,0
1911,1912,298.1,307.8,1316,57.2,191,0,0,0,1,0,1,0,0,0,0
1912,1913,298.0,307.7,1621,34.9,194,0,0,0,1,0,1,0,0,0,0
1913,1914,298.0,307.8,1492,40.2,197,0,0,0,1,0,1,0,0,0,0
1914,1915,298.0,307.7,1643,32.3,200,0,0,1,0,0,1,0,0,0,0
1915,1916,298.0,307.7,1492,38.7,202,0,0,1,0,0,1,0,0,0,0
1916,1917,298.0,307.7,1387,50.8,204,0,0,1,0,0,1,0,0,0,0
1917,1918,298.1,307.9,1463,47.3,206,0,0,0,1,0,1,0,0,0,0
1918,1919,298.1,307.9,1496,40.0,0,0,0,0,1,0,1,0,0,0,0
1919,1920,298.2,308.0,1658,30.0,3,0,0,1,0,0,1,0,0,0,0
1920,1921,298.1,307.9,2161,17.5,5,0,0,1,0,0,1,0,0,0,0
1921,1922,298.1,307.9,1665,32.0,7,0,0,1,0,0,1,0,0,0,0
1922,1923,298.0,307.8,1716,26.6,9,0,0,1,0,0,1,0,0,0,0
1923,1924,298.0,307.7,1529,34.1,11,0,0,1,0,0,1,0,0,0,0
1924,1925,297.9,307.7,1353,50.7,13,0,0,1,0,0,1,0,0,0,0
1925,1926,297.9,307.7,1537,37.7,15,0,0,1,0,0,1,0,0,0,0
1926,1927,298.0,307.7,1606,30.8,17,0,0,1,0,0,1,0,0,0,0
1927,1928,298.0,307.8,1314,47.8,19,0,1,0,0,0,1,0,0,0,0
1928,1929,298.0,307.8,1623,29.9,24,0,0,1,0,0,1,0,0,0,0
1929,1930,298.0,307.8,1483,50.9,26,0,0,0,1,0,1,0,0,0,0
1930,1931,298.1,307.9,1569,37.0,29,0,0,0,1,0,1,0,0,0,0
1931,1932,298.2,308.0,1969,21.7,32,0,0,0,1,0,1,0,0,0,0
1932,1933,298.1,308.0,1686,29.3,35,0,0,0,1,0,1,0,0,0,0
1933,1934,298.1,308.0,1638,35.1,38,0,0,1,0,0,1,0,0,0,0
1934,1935,298.1,307.9,1698,33.3,40,0,0,1,0,0,1,0,0,0,0
1935,1936,298.1,307.9,1377,55.1,42,0,0,0,1,0,1,0,0,0,0
1936,1937,298.1,308.0,2129,18.4,45,0,0,0,1,0,1,0,0,0,0
1937,1938,298.2,308.0,1411,42.4,48,0,0,1,0,0,1,0,0,0,0
1938,1939,298.1,307.9,1517,40.8,50,0,0,1,0,0,1,0,0,0,0
1939,1940,298.1,307.9,1303,53.9,52,0,0,0,1,0,1,0,0,0,0
1940,1941,298.1,307.9,1578,35.6,55,0,0,1,0,0,1,0,0,0,0
1941,1942,298.1,307.9,1425,58.2,57,0,0,1,0,0,1,0,0,0,0
1942,1943,298.1,308.0,1456,42.4,59,0,0,1,0,0,1,0,0,0,0
1943,1944,298.1,308.0,1704,30.9,61,0,0,1,0,0,1,0,0,0,0
1944,1945,298.1,308.1,1791,27.3,63,0,0,1,0,0,1,0,0,0,0
1945,1946,298.1,308.1,1616,32.8,65,0,0,1,0,0,1,0,0,0,0
1946,1947,298.2,308.1,1622,34.9,67,0,0,1,0,0,1,0,0,0,0
1947,1948,298.2,308.1,1462,49.9,69,0,0,1,0,0,1,0,0,0,0
1948,1949,298.1,308.1,1410,45.8,71,0,0,1,0,0,1,0,0,0,0
1949,1950,298.1,308.0,1543,41.9,73,0,0,0,1,0,1,0,0,0,0
1950,1951,298.0,307.9,1479,47.6,76,0,0,0,1,0,1,0,0,0,0
1951,1952,298.0,307.8,1839,22.7,79,0,0,1,0,0,1,0,0,0,0
1952,1953,298.0,307.8,1266,60.5,81,0,0,1,0,0,1,0,0,0,0
1953,1954,297.9,307.7,1593,34.9,83,0,0,1,0,0,1,0,0,0,0
1954,1955,297.9,307.8,1459,46.9,85,0,0,1,0,0,1,0,0,0,0
1955,1956,297.9,307.7,1308,55.2,87,0,0,1,0,0,1,0,0,0,0
1956,1957,297.9,307.7,1364,46.8,89,0,0,0,1,0,1,0,0,0,0
1957,1958,297.9,307.7,1618,35.9,92,0,1,0,0,0,1,0,0,0,0
1958,1959,297.9,307.7,1464,43.2,97,0,1,0,0,0,1,0,0,0,0
1959,1960,297.8,307.6,1352,49.4,102,0,0,0,1,0,1,0,0,0,0
1960,1961,297.8,307.6,1446,51.4,105,0,0,1,0,0,1,0,0,0,0
1961,1962,297.8,307.5,1448,51.2,107,0,0,1,0,0,1,0,0,0,0
1962,1963,297.8,307.5,1391,48.6,109,0,0,1,0,0,1,0,0,0,0
1963,1964,297.7,307.5,1379,43.3,111,0,0,1,0,0,1,0,0,0,0
1964,1965,297.8,307.5,1405,46.9,113,0,0,0,1,0,1,0,0,0,0
1965,1966,297.8,307.5,1581,33.1,116,0,0,1,0,0,1,0,0,0,0
1966,1967,297.9,307.6,1515,40.5,118,0,0,1,0,0,1,0,0,0,0
1967,1968,297.9,307.6,1589,37.8,120,0,0,1,0,0,1,0,0,0,0
1968,1969,298.0,307.6,1281,50.8,122,0,0,1,0,0,1,0,0,0,0
1969,1970,297.8,307.5,1631,31.3,124,0,1,0,0,0,1,0,0,0,0
1970,1971,297.9,307.6,1202,67.0,129,0,0,0,1,0,1,0,0,0,0
1971,1972,297.9,307.6,1298,52.7,132,0,0,1,0,0,1,0,0,0,0
1972,1973,297.9,307.6,1612,30.7,134,0,0,1,0,0,1,0,0,0,0
1973,1974,297.9,307.6,1747,25.3,136,0,0,1,0,0,1,0,0,0,0
1974,1975,298.0,307.6,1450,48.7,138,0,0,1,0,0,1,0,0,0,0
1975,1976,298.0,307.7,1422,45.6,140,0,0,1,0,0,1,0,0,0,0
1976,1977,298.1,307.7,1419,47.4,142,0,0,0,1,0,1,0,0,0,0
1977,1978,298.1,307.7,1633,30.7,145,0,0,0,1,0,1,0,0,0,0
1978,1979,298.0,307.7,1442,43.6,148,0,0,1,0,0,1,0,0,0,0
1979,1980,298.0,307.6,1420,45.8,150,0,1,0,0,0,1,0,0,0,0
1980,1981,298.0,307.6,1301,58.5,155,0,0,0,1,0,1,0,0,0,0
1981,1982,298.0,307.6,1385,45.0,158,0,0,1,0,0,1,0,0,0,0
1982,1983,298.0,307.7,1487,41.3,160,0,0,0,1,0,1,0,0,0,0
1983,1984,298.0,307.6,1459,44.4,163,0,0,0,1,0,1,0,0,0,0
1984,1985,298.0,307.5,1387,45.5,166,0,0,0,1,0,1,0,0,0,0
1985,1986,298.1,307.7,1537,40.8,169,0,0,1,0,0,1,0,0,0,0
1986,1987,298.1,307.6,1498,42.9,171,0,0,1,0,0,1,0,0,0,0
1987,1988,298.2,307.8,1599,31.2,173,0,0,0,1,0,1,0,0,0,0
1988,1989,298.3,307.9,1420,39.2,176,0,1,0,0,0,1,0,0,0,0
1989,1990,298.2,307.9,1785,23.4,181,0,0,1,0,0,1,0,0,0,0
1990,1991,298.2,307.8,1423,48.1,183,0,0,1,0,0,1,0,0,0,0
1991,1992,298.2,307.8,1583,36.6,185,0,0,0,1,0,1,0,0,0,0
1992,1993,298.2,307.8,1375,46.6,188,0,0,1,0,0,1,0,0,0,0
1993,1994,298.3,308.0,1463,42.5,190,0,0,0,1,0,1,0,0,0,0
1994,1995,298.2,307.9,1403,45.1,193,0,0,0,1,0,1,0,0,0,0
1995,1996,298.3,308.0,1451,47.1,196,0,0,1,0,0,1,0,0,0,0
1996,1997,298.4,308.0,1416,38.2,198,1,0,0,1,0,0,0,0,0,1
1997,1998,298.3,308.1,1672,41.3,0,0,0,1,0,0,1,0,0,0,0
1998,1999,298.3,308.0,1637,30.8,2,0,1,0,0,0,1,0,0,0,0
1999,2000,298.4,308.0,1540,37.8,7,0,0,1,0,0,1,0,0,0,0
2000,2001,298.4,308.1,1279,53.1,9,0,0,1,0,0,1,0,0,0,0
2001,2002,298.4,308.2,1604,34.9,11,0,0,1,0,0,1,0,0,0,0
2002,2003,298.5,308.2,1654,27.1,13,0,0,1,0,0,1,0,0,0,0
2003,2004,298.5,308.2,1564,37.5,15,0,0,0,1,0,1,0,0,0,0
2004,2005,298.5,308.2,1451,47.5,18,0,0,1,0,0,1,0,0,0,0
2005,2006,298.5,308.3,1504,38.0,20,0,0,1,0,0,1,0,0,0,0
2006,2007,298.5,308.3,1381,50.5,22,0,0,0,1,0,1,0,0,0,0
2007,2008,298.6,308.4,1562,34.4,25,0,0,1,0,0,1,0,0,0,0
2008,2009,298.5,308.3,1811,24.7,27,0,0,1,0,0,1,0,0,0,0
2009,2010,298.6,308.3,1717,28.7,29,0,0,0,1,0,1,0,0,0,0
2010,2011,298.6,308.3,1278,60.5,32,0,0,1,0,0,1,0,0,0,0
2011,2012,298.7,308.5,1616,30.2,34,0,0,1,0,0,1,0,0,0,0
2012,2013,298.6,308.4,1397,46.4,36,0,0,1,0,0,1,0,0,0,0
2013,2014,298.6,308.4,1485,42.9,38,0,0,1,0,0,1,0,0,0,0
2014,2015,298.6,308.4,1310,59.7,40,0,0,1,0,0,1,0,0,0,0
2015,2016,298.5,308.2,1301,66.3,42,1,0,1,0,0,0,0,1,0,0
2016,2017,298.5,308.3,1458,44.0,44,0,0,1,0,0,1,0,0,0,0
2017,2018,298.7,308.5,1483,42.5,46,0,0,1,0,0,1,0,0,0,0
2018,2019,298.7,308.5,1375,46.4,48,0,0,1,0,0,1,0,0,0,0
2019,2020,298.7,308.5,1660,27.0,50,0,0,0,1,0,1,0,0,0,0
2020,2021,298.7,308.4,1560,33.3,53,0,1,0,0,0,1,0,0,0,0
2021,2022,298.7,308.5,1480,42.2,58,0,0,1,0,0,1,0,0,0,0
2022,2023,298.7,308.4,1373,46.9,60,0,0,1,0,0,1,0,0,0,0
2023,2024,298.7,308.5,1444,54.2,62,0,0,1,0,0,1,0,0,0,0
2024,2025,298.7,308.6,1722,24.7,64,0,0,0,1,0,1,0,0,0,0
2025,2026,298.7,308.5,1469,39.9,67,0,0,1,0,0,1,0,0,0,0
2026,2027,298.7,308.5,1360,52.9,69,0,0,0,1,0,1,0,0,0,0
2027,2028,298.7,308.4,1750,25.8,72,0,0,1,0,0,1,0,0,0,0
2028,2029,298.7,308.3,1349,46.6,74,0,0,0,1,0,1,0,0,0,0
2029,2030,298.7,308.5,1668,35.2,77,0,0,1,0,0,1,0,0,0,0
2030,2031,298.9,308.6,1400,49.5,79,0,0,1,0,0,1,0,0,0,0
2031,2032,298.8,308.6,1331,62.8,81,0,0,1,0,0,1,0,0,0,0
2032,2033,298.8,308.5,1444,42.2,83,0,0,1,0,0,1,0,0,0,0
2033,2034,298.8,308.5,1359,47.6,85,0,1,0,0,0,1,0,0,0,0
2034,2035,298.8,308.5,1425,47.4,90,0,0,0,1,0,1,0,0,0,0
2035,2036,298.9,308.6,1469,34.2,93,0,0,0,1,0,1,0,0,0,0
2036,2037,299.0,308.7,1892,22.8,96,0,0,1,0,0,1,0,0,0,0
2037,2038,299.0,308.7,1940,19.9,98,0,1,0,0,0,1,0,0,0,0
2038,2039,299.0,308.8,1405,55.2,103,0,0,1,0,0,1,0,0,0,0
2039,2040,299.0,308.9,1449,39.6,105,0,0,0,1,0,1,0,0,0,0
2040,2041,299.1,308.9,1686,29.6,108,0,0,1,0,0,1,0,0,0,0
2041,2042,299.1,308.9,1680,27.2,110,0,0,1,0,0,1,0,0,0,0
2042,2043,299.1,308.9,1397,52.4,112,0,0,0,1,0,1,0,0,0,0
2043,2044,299.2,309.0,1597,30.3,115,0,0,0,1,0,1,0,0,0,0
2044,2045,299.3,309.1,1470,41.1,118,0,0,1,0,0,1,0,0,0,0
2045,2046,299.3,309.1,1703,31.3,120,0,0,0,1,0,1,0,0,0,0
2046,2047,299.3,309.1,1388,45.5,123,0,0,1,0,0,1,0,0,0,0
2047,2048,299.3,309.2,1775,24.2,125,0,0,1,0,0,1,0,0,0,0
2048,2049,299.3,309.2,1465,41.5,127,0,0,1,0,0,1,0,0,0,0
2049,2050,299.3,309.2,1586,37.9,129,0,0,0,1,0,1,0,0,0,0
2050,2051,299.5,309.3,1675,29.2,132,0,0,0,1,0,1,0,0,0,0
2051,2052,299.4,309.2,1470,44.4,135,0,0,0,1,0,1,0,0,0,0
2052,2053,299.5,309.3,1477,40.4,138,0,0,1,0,0,1,0,0,0,0
2053,2054,299.5,309.3,1382,61.0,140,0,0,1,0,0,1,0,0,0,0
2054,2055,299.6,309.4,1605,29.8,142,0,0,0,1,0,1,0,0,0,0
2055,2056,299.6,309.4,1643,32.9,145,0,0,1,0,0,1,0,0,0,0
2056,2057,299.5,309.3,1333,54.1,147,0,0,1,0,0,1,0,0,0,0
2057,2058,299.5,309.3,1520,42.3,149,0,0,1,0,0,1,0,0,0,0
2058,2059,299.5,309.3,1902,24.0,151,0,0,0,1,0,1,0,0,0,0
2059,2060,299.5,309.4,1386,44.4,154,0,1,0,0,0,1,0,0,0,0
2060,2061,299.6,309.5,1803,27.7,159,0,0,1,0,0,1,0,0,0,0
2061,2062,299.7,309.6,1359,50.7,161,0,0,1,0,0,1,0,0,0,0
2062,2063,299.7,309.6,1477,42.7,163,0,0,0,1,0,1,0,0,0,0
2063,2064,299.7,309.6,1321,53.4,166,0,0,1,0,0,1,0,0,0,0
2064,2065,299.6,309.5,1453,41.4,168,0,0,1,0,0,1,0,0,0,0
2065,2066,299.7,309.6,1419,45.1,170,0,0,1,0,0,1,0,0,0,0
2066,2067,299.7,309.6,1512,36.2,172,0,0,1,0,0,1,0,0,0,0
2067,2068,299.7,309.6,1553,36.8,174,0,0,1,0,0,1,0,0,0,0
2068,2069,299.7,309.6,1534,39.1,176,0,0,0,1,0,1,0,0,0,0
2069,2070,299.7,309.6,1553,41.0,179,0,1,0,0,0,1,0,0,0,0
2070,2071,299.7,309.5,1352,49.7,184,0,0,1,0,0,1,0,0,0,0
2071,2072,299.7,309.6,1313,60.0,186,0,0,0,1,0,1,0,0,0,0
2072,2073,299.6,309.5,1570,35.5,189,0,0,1,0,0,0,0,0,1,0
2073,2074,299.6,309.4,1677,31.1,191,0,0,1,0,0,1,0,0,0,0
2074,2075,299.5,309.4,1602,31.5,193,0,0,1,0,0,1,0,0,0,0
2075,2076,299.5,309.4,1390,58.8,195,1,0,1,0,0,0,1,0,0,0
2076,2077,299.4,309.3,1544,36.0,197,0,0,1,0,0,1,0,0,0,0
2077,2078,299.4,309.4,1701,31.2,199,0,0,1,0,0,1,0,0,0,0
2078,2079,299.4,309.3,1692,28.4,201,0,0,0,1,0,1,0,0,0,0
2079,2080,299.3,309.3,1523,37.9,204,0,0,0,1,0,1,0,0,0,0
2080,2081,299.3,309.2,2280,15.4,207,0,0,1,0,0,1,0,0,0,0
2081,2082,299.4,309.3,1485,47.1,209,0,0,0,1,0,1,0,0,0,0
2082,2083,299.4,309.2,1513,36.1,212,0,1,0,0,0,1,0,0,0,0
2083,2084,299.4,309.3,1743,28.2,0,0,1,0,0,0,1,0,0,0,0
2084,2085,299.5,309.3,1442,46.2,5,0,0,1,0,0,1,0,0,0,0
2085,2086,299.5,309.3,1462,46.7,7,0,0,1,0,0,1,0,0,0,0
2086,2087,299.4,309.3,1439,49.7,9,0,1,0,0,0,1,0,0,0,0
2087,2088,299.5,309.3,1577,36.6,14,0,0,1,0,0,1,0,0,0,0
2088,2089,299.6,309.4,1331,46.4,16,0,0,1,0,0,1,0,0,0,0
2089,2090,299.5,309.3,1941,22.5,18,0,0,1,0,0,1,0,0,0,0
2090,2091,299.5,309.2,1393,47.3,20,0,0,1,0,0,1,0,0,0,0
2091,2092,299.4,309.2,1433,42.1,22,0,0,1,0,0,1,0,0,0,0
2092,2093,299.4,309.2,1444,48.2,24,0,0,1,0,0,1,0,0,0,0
2093,2094,299.4,309.2,1564,39.0,26,0,0,1,0,0,1,0,0,0,0
2094,2095,299.4,309.3,1377,43.6,28,0,0,1,0,0,1,0,0,0,0
2095,2096,299.4,309.3,1525,41.5,30,0,0,1,0,0,1,0,0,0,0
2096,2097,299.5,309.4,1387,56.2,32,0,0,0,1,0,1,0,0,0,0
2097,2098,299.4,309.4,1326,47.5,35,0,0,0,1,0,1,0,0,0,0
2098,2099,299.4,309.3,1401,59.0,38,0,0,1,0,0,1,0,0,0,0
2099,2100,299.4,309.3,1596,31.8,40,0,0,1,0,0,1,0,0,0,0
2100,2101,299.3,309.3,1471,46.0,42,0,0,0,1,0,1,0,0,0,0
2101,2102,299.3,309.3,1528,37.8,45,0,0,1,0,0,1,0,0,0,0
2102,2103,299.3,309.3,1325,62.0,47,0,0,1,0,0,1,0,0,0,0
2103,2104,299.3,309.1,1376,46.7,49,0,0,0,1,0,1,0,0,0,0
2104,2105,299.3,309.1,1600,35.3,52,0,0,0,1,0,1,0,0,0,0
2105,2106,299.3,309.1,1495,44.0,55,0,0,1,0,0,1,0,0,0,0
2106,2107,299.4,309.1,1645,28.6,57,0,0,1,0,0,1,0,0,0,0
2107,2108,299.4,309.1,1417,47.3,59,0,0,0,1,0,1,0,0,0,0
2108,2109,299.4,309.0,1415,51.7,62,0,1,0,0,0,1,0,0,0,0
2109,2110,299.3,309.0,1496,43.4,67,0,0,0,1,0,1,0,0,0,0
2110,2111,299.3,309.0,1508,35.0,70,0,1,0,0,0,1,0,0,0,0
2111,2112,299.4,309.0,1436,47.9,75,0,0,1,0,0,1,0,0,0,0
2112,2113,299.5,309.1,1852,22.6,77,0,0,1,0,0,1,0,0,0,0
2113,2114,299.5,309.1,1863,22.5,79,0,0,1,0,0,1,0,0,0,0
2114,2115,299.4,309.1,1373,44.1,81,0,1,0,0,0,1,0,0,0,0
2115,2116,299.4,309.0,1404,47.3,86,0,0,1,0,0,1,0,0,0,0
2116,2117,299.4,309.0,1381,44.9,88,0,0,0,1,0,1,0,0,0,0
